track_name,track_id,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness
Loco Por Perrearte - Remix,0vHfVsEe6Ps0d8cZ9PGzSw,0.848,0.0147,0.673,93.987,0.00652,-4.034,0.102,199149,11,0.39,0.058
TUS LÁGRIMAS,30W8VKHrAZmHzObnwAoc1u,0.683,0.181,0.714,173.963,1e-06,-4.898,0.111,174483,1,0.448,0.252
Sensual Bebé,1xqbfjRuUw0ot43wgBuVkt,0.776,0.0268,0.629,97.066,0.0,-6.09,0.114,209147,0,0.104,0.0505
Pantysito,4srcMdbm2qzVG98tJajHxp,0.83,0.136,0.739,97.993,2.11e-06,-5.395,0.162,240413,7,0.631,0.0627
Pegao,7Dk8r4VR5NoveUvTiCKEXC,0.807,0.162,0.499,90.037,0.0,-4.733,0.104,160733,1,0.867,0.0616
Sigue,0bBd6K5X4W7t9GyXcaVOA7,0.889,0.0515,0.641,87.99,2.75e-05,-4.494,0.19,159387,7,0.588,0.0668
BAILÉ CON MI EX,0Yc0ziTsyjahYqlWXVXlTU,0.761,0.15,0.784,114.93,0.0,-4.977,0.125,161880,4,0.691,0.133
Apretaito,0cW5cXANjlv8hgLAQwdvgE,0.84,0.0735,0.742,88.001,3.11e-05,-4.337,0.053,199627,5,0.718,0.0487
Marte,1uK5rDY3BnikyG0sl3tPpc,0.704,0.067,0.604,90.028,0.0,-5.254,0.126,218801,5,0.642,0.0556
Instagram,0EFxJw34fK8DWlTxx9qYeW,0.801,0.264,0.563,179.968,0.00115,-7.302,0.192,162000,11,0.967,0.223
París,3ehHqgYRzmeUi345MfHS2N,0.582,0.0493,0.804,138.014,0.0,-4.155,0.0624,182188,11,0.732,0.0389
X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,0.812,0.0789,0.855,90.04,0.000167,-3.725,0.108,192477,7,0.573,0.0554
Cochinae,01EzG8Qg7oQqYMTNV5YkOW,0.855,0.0626,0.72,97.984,0.0187,-7.953,0.268,200816,6,0.948,0.0516
En El Radio Un Cochinero,2NWaWZZLFMcr5P4uI2KvWy,0.696,0.466,0.623,154.028,8.61e-06,-8.738,0.0983,223431,6,0.965,0.0438
Ya acabó - Con Becky G,0OPiOIAyw2FUjKm8PXBGhq,0.612,0.762,0.44,133.872,2.56e-06,-5.894,0.0858,176459,0,0.683,0.034
MUSEO,6WfxIJKmYRSpsBJv0tEAKX,0.793,0.763,0.449,108.937,0.0,-7.212,0.165,255413,0,0.322,0.047
Sigo Esperando Que Vuelvas (feat. Los Golpes),1rdkLyIU3b9LTX1a6RrP5M,0.731,0.0251,0.722,149.869,0.0,-5.75,0.0823,196000,4,0.52,0.271
Plan A,2gpQi3hbcUAcEG8m2dlgfB,0.583,0.0495,0.834,173.935,0.0,-4.875,0.0658,178203,0,0.557,0.0444
Numero 1,6HXvazdtAr9hy0kThzxrE3,0.842,0.0991,0.729,89.978,6.71e-06,-4.404,0.0695,164000,8,0.96,0.0753
Mujeriego,78kygHp1dvW1kncYjBgbe1,0.758,0.0628,0.621,79.949,0.0,-8.033,0.0809,142500,9,0.92,0.125
BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,0.687,0.0575,0.887,114.941,2.21e-06,-5.04,0.27,278282,1,0.853,0.0826
Late To Da Party (feat. Youngboy Never Broke Again),3GbQcjKWT7eVpUfzqwUjxv,0.872,0.0254,0.422,149.956,0.0,-7.415,0.109,180666,1,0.778,0.363
Outrunnin' Your Memory,79gv58G6usuURwl6TlmBTu,0.601,0.0974,0.836,127.934,0.0,-3.42,0.106,254747,1,0.338,0.0342
Carolina - From The Motion Picture “Where The Crawdads Sing”,4axSuOg3BqsowKjRpj59RU,0.476,0.904,0.189,115.851,4.52e-06,-13.777,0.254,264439,11,0.324,0.0329
Real Talk,32ny2YtiR7zKi7PBjiQ5Iy,0.789,0.128,0.71,138.033,0.0,-6.165,0.112,183187,5,0.188,0.0681
Sharks,0TyUOnU4H4GLqOcrH0auc8,0.927,0.00791,0.642,123.969,3.62e-05,-4.466,0.279,190883,10,0.901,0.0657
From The D 2 The LBC (with Snoop Dogg),7My9ca9QEIR8MvIOdIrTWA,0.73,0.105,0.785,82.037,0.0,-7.986,0.0445,215120,9,0.596,0.243
Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,0.881,0.619,0.592,101.058,1.32e-05,-4.898,0.0901,154487,2,0.719,0.0324
Breakfast,6GUiIbJ834FcHewby3PwV0,0.64,0.0579,0.553,81.992,0.0,-6.42,0.0914,148471,2,0.486,0.0411
Cracker Island (feat. Thundercat),2W3ZpQg9i6lE6kmHbcdu9N,0.741,0.00343,0.913,120.012,0.103,-3.34,0.325,213750,2,0.643,0.0465
Disaster,3SWGtKHaCFEUqfm9ydUFVw,0.614,0.0101,0.81,171.09,0.0,-5.184,0.0832,153097,0,0.605,0.0926
Did Shit To Me (feat. Doodie Lo),68hn4O7tjgp4ITx5dSpuNL,0.727,0.0257,0.833,160.045,0.0,-4.439,0.327,156000,10,0.688,0.315
Psychic,64pUytZWfCpeeMBN0XAadF,0.739,0.0395,0.58,96.501,0.0,-7.414,0.114,220760,1,0.452,0.0637
Lost Me,6TSO4hwz9WGrEUY7ABGVim,0.428,0.525,0.443,87.934,1.76e-05,-8.955,0.219,180954,2,0.2,0.101
9 lives,17XY1uAyl0lrFqiMp1aQXO,0.561,0.0219,0.939,151.092,0.0,-4.562,0.0901,181496,4,0.5,0.132
PRICE OF FAME,1RR29QADKP8ygptqTDdHSH,0.442,0.134,0.346,77.051,0.0,-10.798,0.149,379004,9,0.171,0.0886
<maybe> it's my fault,4w5wkuwuCByenZ6QufdeQN,0.45,0.000921,0.968,154.011,2.09e-05,-4.018,0.121,159833,1,0.487,0.0507
See You Go,2ohKWVkLGG9R5FXsg9v3cf,0.67,0.136,0.772,123.075,0.0,-5.219,0.31,245828,0,0.206,0.0926
be alright,3dpkmgWLr1g3rckqY4Vdrk,0.541,0.363,0.624,170.018,0.0,-4.822,0.0949,174733,1,0.505,0.0358
Can't Help Falling in Love,4FCNizKAqQ0JDx9ZWDEt1Z,0.317,0.951,0.15,45.306,9.28e-05,-17.433,0.113,168267,9,0.228,0.0323
AEIOU,1c2vVx6knoiZHXbJJ9Mk8L,0.689,0.0493,0.856,126.108,0.0,-3.394,0.232,161881,5,0.706,0.0813
minnesota is a place that exists,6uiaiopJ4h8jqmDZySnMmE,0.499,0.0129,0.903,159.928,0.0,-3.275,0.186,138000,6,0.664,0.0687
Twinkle Twinkle Little Bitch,6zBqlhWjEhNyH4Z8eUDzMT,0.571,0.0151,0.854,160.035,0.0,-4.753,0.251,156938,7,0.6,0.125
Then It All Goes Away,5RaThsdZpF9WWwoP00NjLI,0.683,0.019,0.818,140.019,2.42e-05,-3.061,0.0807,183440,2,0.965,0.0332
FRAUD,584KjOfo1Now26v5m3bTRm,0.511,0.566,0.757,152.481,0.0,-4.9,0.314,180798,5,0.729,0.455
SHOWING OFF HER BODY (with Davido),5xHodqknQtgokj6oO1giHb,0.81,0.0142,0.69,95.004,1.71e-05,-6.984,0.0698,212640,5,0.621,0.107
pogo,404b6bC4GIxPsNssJmfC1f,0.729,0.0424,0.973,124.957,0.205,-2.761,0.333,207360,4,0.687,0.0759
The Drop,013PVeWEFQio3XHFH9rIC6,0.869,0.0113,0.838,122.018,0.269,-4.515,0.0583,121987,0,0.717,0.0663
PIECES,07IMjyn9gW77cR7APem5g6,0.491,0.0839,0.704,147.116,0.000529,-6.978,0.105,166680,3,0.515,0.0464
die first,21szgNA72iLwvBxHQLgwBh,0.444,0.0669,0.669,183.441,0.0,-6.727,0.124,177109,8,0.44,0.125
What I Want,7uvxkcv7FWVh4wE91I8Bi2,0.824,0.0132,0.618,120.028,0.0,-5.435,0.0872,243236,5,0.676,0.0656
hollaback bitch (with Shygirl & Channel Tres),2LFLXzQe95ViTXZeq1WRdx,0.904,0.0177,0.825,123.048,0.00665,-5.675,0.124,203550,11,0.602,0.123
Water Under The Bridge,4viFAHmivkYQKkwLvwKOgg,0.635,0.0697,0.866,133.889,0.0,-2.695,0.0955,169760,5,0.853,0.0473
"Run (feat. Tyga, 21 Savage & BIA)",7ItXHU9yVm8AUkMyo4kffF,0.817,0.0251,0.625,101.028,1.18e-06,-6.103,0.223,237624,2,0.379,0.217
Her Body Is Bible,1qMMRXrcyfjbik6Mh1XRDz,0.511,0.102,0.75,148.785,0.000104,-5.298,0.238,177441,4,0.198,0.0511
Hello – Spotify Singles,2yN5ip7YyR19rmFSygnrOD,0.406,0.209,0.496,164.807,0.00348,-8.834,0.0976,246527,8,0.205,0.0367
Change,1D7sWofAbWelYs35iRM08U,0.633,0.0611,0.614,99.966,0.0036,-7.371,0.774,177642,5,0.541,0.0269
DRIP,1Yf7Iq8YpgY0zfzY60uL0W,0.801,0.00198,0.655,122.031,2.27e-05,-4.594,0.126,170000,1,0.598,0.0448
Runner,5PmvRPR1SedsWA08jDDgF9,0.732,0.104,0.703,108.979,0.0417,-7.224,0.109,156772,11,0.836,0.0314
Let U Go,7FEiuFp1Zo9rxehIquEtL2,0.692,0.0358,0.941,164.04,0.0,-4.29,0.161,168253,1,0.908,0.0951
i miss you (skin to skin),6oJLVRSwk81VPHHtyP8BOx,0.268,0.655,0.441,180.615,0.0,-5.247,0.116,202507,7,0.178,0.0342
Celosa,4FtuqEWmjtgKmVWW0iZOP7,0.688,0.0473,0.699,90.017,0.0,-5.358,0.513,157333,6,0.689,0.0685
FINALLY,1qPRRErp0RlPJ74tWj2QJr,0.65,0.12,0.505,140.01,0.000584,-8.557,0.354,132506,0,0.149,0.0393
Dance To The Music - From 'Minions: The Rise of Gru' Soundtrack,5PB5GPADqc74DvB6vxhD3I,0.754,0.0517,0.597,128.029,0.0,-6.973,0.297,163529,0,0.758,0.127
Ready to Go,4DPbmIOru8LNVnYctKG9oc,0.491,0.0414,0.655,89.978,3.79e-06,-8.694,0.321,187760,2,0.446,0.0372
Keep It Real,6UX9WrpJFv5LZW4hTH6svZ,0.757,0.0415,0.567,92.968,2.76e-05,-8.57,0.272,227097,11,0.272,0.0463
Involved,4Zj2W1HdImJ9mN779m9jHt,0.591,0.0568,0.611,138.004,1.25e-05,-7.657,0.122,180880,11,0.282,0.117
Bad For Me (feat. Teddy Swims),7fHeyjwJRzbIlGm4DAvLJ1,0.678,0.393,0.575,88.068,0.0,-4.896,0.16,213284,0,0.274,0.0565
True Romance,7G4aD9GSe262y5lisfaIGy,0.477,0.5,0.319,104.937,1.1e-05,-7.757,0.111,245709,0,0.0853,0.0302
Burn,3gw2Mz111daFVWm7IF0Gb7,0.576,0.793,0.406,126.123,0.00276,-9.723,0.151,179173,0,0.129,0.0355
Si Te Preguntan...,20yLo8tCAM1LXixAdBf3f2,0.76,0.531,0.803,136.945,0.0,-2.867,0.0555,223074,8,0.922,0.0306
No Stoppin ft. Blxst,3Jo34FHsqVDp7QLP9Ahw2n,0.616,0.203,0.744,99.968,0.0,-6.523,0.0883,177628,8,0.5,0.234
Turn The Table,70HsIqEK1ATmos8ZAz4wHC,0.707,0.0679,0.74,114.97,2.02e-05,-5.187,0.233,171787,0,0.727,0.092
Relapse,1rqK157myRkURNm2M4mGOH,0.496,0.259,0.65,81.626,0.0,-7.109,0.322,156429,6,0.371,0.738
sheluvme,64Ds8EuwkeGSOeXDzXLRZz,0.543,0.514,0.677,82.36,1.19e-05,-5.203,0.239,150840,8,0.712,0.284
Angry Woman,02u8fWfWsiT2oML2jTICzs,0.654,0.00302,0.566,104.862,0.00814,-7.987,0.226,153003,8,0.52,0.0269
Hate Me,4UkpdfVqpn7aHlXWibsv5q,0.727,0.11,0.706,94.013,0.000116,-5.195,0.0876,154468,9,0.503,0.145
Don't Look Now,3VdWvnywTfCZtOindViUHx,0.733,0.781,0.608,150.874,0.00112,-8.298,0.111,210402,2,0.809,0.0456
Feel It All The Time,5hfu9r4JcERCBwimhrPIUN,0.582,0.0449,0.563,95.044,0.000174,-6.428,0.262,195800,4,0.713,0.0237
Je te vois enfin,1SseCRcG3sW0vrcOIy0XL6,0.701,0.222,0.649,125.039,0.0,-5.649,0.121,205627,7,0.488,0.0324
Taste,1ghqDkglrXPcxgRobBmLVW,0.533,0.203,0.591,100.002,0.000644,-5.754,0.395,186600,7,0.355,0.042
Stand Off (feat. DaBaby),1ca58x4jLrv0YjmZRPXhrD,0.699,0.176,0.827,99.836,0.0,-5.092,0.151,118452,1,0.807,0.293
Jenny I’m Sorry (feat. Alex Gaskarth From All Time Low),7gWkVS9Ku0zuzysPhFgK3w,0.649,0.0171,0.852,150.227,0.0,-4.07,0.256,171156,4,0.394,0.0473
Patient Number 9 (feat. Jeff Beck),6kAOsnRUgp21bPiUoVZeuJ,0.316,0.000197,0.869,169.916,0.199,-4.244,0.133,441402,7,0.302,0.0642
See You When The End's Near,59Bpb4X8kW3W6AesikWFoi,0.577,0.196,0.771,100.01,0.0596,-5.92,0.196,232653,11,0.632,0.0263
BRAND NEW BITCH,13DNuiQyuTDcAw6Y8thZFM,0.873,0.0501,0.627,123.031,0.00465,-7.064,0.153,196000,8,0.504,0.0572
Somebody's Nobody,3Bc5XUS5sTHtAde1ZA2FzC,0.581,0.417,0.545,127.291,0.0,-8.585,0.0731,222467,0,0.628,0.0511
Everybody Needs Someone,16D9i13IoScb7MYVeo0eGs,0.583,0.0505,0.482,107.15,0.0,-6.774,0.0836,208227,1,0.285,0.0262
Mannequin,6rCj7kub7xxSvkdKBFyQ4W,0.805,0.302,0.48,135.919,0.0,-6.998,0.107,234665,5,0.498,0.166
The Otter,0zesU7Cq6UM582kMYC6J3E,0.488,0.153,0.71,103.771,5.04e-05,-7.954,0.116,178080,8,0.231,0.0368
Summer State Of Mind,6bFTHHpjZJWrJHzFvRheLg,0.606,0.0629,0.874,151.007,0.0,-4.326,0.329,178208,5,0.947,0.0866
Missing Somebody,7sdBSpr1CRXtPE6yjKLDk2,0.374,0.0838,0.515,79.826,0.0,-6.653,0.292,199574,4,0.293,0.248
deep in the woods,7ayHmrEXPuiglJ1pYlko8h,0.508,0.016,0.749,87.986,0.0,-6.469,0.369,189899,9,0.411,0.0625
In Disguise (feat. Bakar),664xNHBYkCWIkIWXuop9lc,0.823,0.0673,0.782,134.036,7.57e-06,-4.173,0.0659,158219,2,0.687,0.129
Natural Born Killer,78wMThFTNKThsWq19o0F1H,0.202,0.00169,0.742,194.876,0.000483,-5.29,0.128,196136,0,0.155,0.124
Records,23ZmKlucJRQrdR0QItAafL,0.658,0.000901,0.773,100.006,0.0,-5.119,0.194,208920,11,0.66,0.0244
Nunca y Pico,0GcToAAsQocPVkbVvsORj1,0.788,0.0763,0.725,82.052,0.0,-5.417,0.188,203681,1,0.726,0.0996
NAOMI,2q4Vq5gPgWIHeAXEWKZELu,0.687,0.114,0.838,92.968,0.0283,-7.118,0.149,177950,1,0.613,0.224
Life's Too Short (English Version),5fHS1iSqjQfrQ7D0iLykav,0.472,0.289,0.8,72.203,0.0,-3.681,0.149,178133,0,0.548,0.265
HEAVEN,63xbtAZx1daHJxhFA2eQCM,0.637,0.731,0.468,119.966,0.0804,-8.418,0.081,139000,7,0.405,0.258
Twenty Something,0sClb4tEbII8qmV2KOwGLj,0.644,0.0281,0.859,117.013,1.08e-05,-4.616,0.0486,189954,9,0.737,0.0453
Bad Ass Bitches,6lhanwNaMxRtdLypNcXWDL,0.904,0.0305,0.601,87.037,0.0,-5.561,0.615,118467,2,0.761,0.198
GONE,1JAFKklKKWt3N1jWprMiFh,0.749,0.0538,0.598,130.034,0.0493,-6.533,0.11,166238,8,0.342,0.0327
pirate song,0wnZAXlg3CPUgAKFQblzff,0.497,0.505,0.401,179.928,0.086,-11.505,0.113,191241,4,0.269,0.0419
LOML,2KxTXcUzEM0IInF3blAtoh,0.684,0.261,0.552,79.965,0.0,-7.417,0.118,160155,5,0.466,0.32
An Alien In Minneapolis - Edit,5YhOK0XMfjtW5L42FODqzK,0.624,0.547,0.325,106.252,0.00128,-16.217,0.0816,259607,5,0.189,0.0713
engravings,4u5CfuAGAHNYDIHSSW7BiY,0.647,0.222,0.657,139.038,0.00231,-8.101,0.143,180187,5,0.39,0.05
Hot Killer,4bOYRZeMq2FVVFka2gUWQ9,0.786,0.147,0.562,95.004,1.16e-06,-7.235,0.116,138730,1,0.523,0.0867
Nasty,7pjGaJVs9ShUB6SFJTjWsO,0.627,0.381,0.727,135.024,0.0272,-6.271,0.0409,171033,1,0.293,0.0343
Blacklight Shine,4Z9qsdjabSd7kd92FvQij0,0.508,0.00514,0.87,176.869,7.98e-05,-4.268,0.472,175657,8,0.738,0.0618
A Disappearing Act,04flu1A6UXP4Stissk3G1l,0.526,0.00524,0.921,133.014,0.000884,-3.087,0.559,209596,7,0.544,0.0931
Blur,15IfeWfzxJtcKBgx6oDHvl,0.747,0.0651,0.789,118.035,2.42e-05,-3.789,0.0727,220551,0,0.646,0.039
Angel,0efvdBK1PLP3F1SDzf27JL,0.623,0.0617,0.728,116.032,0.0,-4.389,0.192,219405,11,0.674,0.0258
The Commission,5Ao3zphwFOT0tNJLTJfPX6,0.835,0.0244,0.454,100.001,6.09e-05,-11.179,0.34,153626,1,0.327,0.292
all the bands,6lWOSug1EA1BMXlrE567x2,0.771,0.0052,0.824,126.995,0.0151,-7.095,0.14,141853,2,0.595,0.133
Decisions,4Q67qRlkLStbxuuHsCGCDe,0.908,0.322,0.631,146.001,0.0,-6.517,0.108,200107,9,0.434,0.258
Blur,3OGH7oTsxIrpBfmmh0PV8q,0.654,0.224,0.519,154.949,7.02e-05,-7.398,0.119,172341,9,0.461,0.0435
PILOT,6p2RUPU8EUHfdNq4hnGX0B,0.576,0.181,0.556,92.0,7.42e-06,-9.602,0.0879,231693,0,0.418,0.0278
Sad Love,68UkVdPxJFZDz5Dtz2nGsb,0.475,0.651,0.532,171.249,1.17e-06,-6.301,0.199,217223,0,0.367,0.167
Talk of the Town,4rTD34yd4a3ECP7vpkyFf0,0.466,0.00661,0.901,88.858,0.0,-1.945,0.091,207472,8,0.77,0.0502
Estelle,2XPxkVgxyj4QVaW78kS5vb,0.216,0.994,0.0575,206.686,0.951,-25.96,0.109,118500,7,0.151,0.0501
Shizukana,63oFS9JTsvadCXUqwqA7p0,0.47,0.99,0.0593,113.418,0.934,-28.563,0.104,131787,7,0.178,0.0355
Un sourire et une larme (valse),70pC9IQb39VDNUm3Uio5kD,0.441,0.994,0.018,107.794,0.952,-27.154,0.116,146091,10,0.204,0.0456
Hommage d'amitié,5DezuV0RFcMcgA11UGdGBR,0.419,0.99,0.043,181.943,0.954,-29.477,0.105,136648,5,0.375,0.0372
Alba,5eEYSPaVwg4Fe1KCMYunQf,0.557,0.988,0.0395,84.017,0.923,-26.066,0.121,152985,3,0.183,0.0419
Hour of Rest,0sCPbmOcdRcTWVDjHh22id,0.308,0.973,0.00889,143.231,0.936,-28.337,0.112,112653,5,0.11,0.0397
As I Dream,3y3GMygxjeZ8VQDfEoyKh7,0.284,0.984,0.0274,128.537,0.896,-27.958,0.11,184583,11,0.0459,0.0606
Spheroidal,1ihUUaEazz6DAxb9ZX7Thh,0.385,0.996,0.0217,126.449,0.951,-27.33,0.0731,184220,2,0.162,0.0502
Un Cadeau,7Jrx30VldPaujIaP3c2SJn,0.475,0.995,0.134,86.844,0.935,-21.895,0.115,157077,7,0.115,0.0411
A Beautiful Break,4xwUUKpKf52tIHZRyyUFKw,0.3,0.993,0.0508,112.362,0.923,-27.34,0.0988,128537,11,0.0668,0.0569
Saying Things,2bjQvSk5T3A2dmnqqeRhzI,0.307,0.993,0.0381,72.453,0.945,-28.197,0.104,123500,11,0.0631,0.0423
Silk,3VHGpDGB6roBImYAY5fjcS,0.293,0.983,0.0427,138.33,0.946,-26.126,0.124,151800,5,0.218,0.0652
Reframe,1sINJB2tVaHV5r3iKCACHv,0.319,0.99,0.0367,138.784,0.942,-29.23,0.102,127109,9,0.0556,0.0481
Solace,0c3pAQGKjwHKo9ilC8i8c5,0.361,0.994,0.0291,76.975,0.975,-26.634,0.106,117272,10,0.127,0.0386
Nowesind,2p5THyuNwpJ9c7ex3TN383,0.304,0.903,0.0902,114.487,0.907,-32.824,0.111,119120,10,0.318,0.0489
Träumerei,5vz0Vls8TbtlI58CHQrIpb,0.515,0.989,0.048,98.594,0.935,-31.346,0.1,127250,1,0.0944,0.0408
Compass,7uN2L2nq8gfUBOUfHtSkQX,0.353,0.993,0.00904,78.479,0.93,-31.704,0.104,140241,6,0.161,0.0515
When it drizzles,5YB0FJ63K0g5ZXw0BN4HXF,0.315,0.992,0.0251,116.977,0.974,-30.076,0.119,148890,7,0.144,0.0407
Dear Buddy,4XhZgQHy6yNEB5M3NhZXAG,0.48,0.992,0.0171,97.119,0.942,-28.44,0.0908,132955,0,0.136,0.0357
Although,695BxK7VbbK6M4CRvtR5Sn,0.274,0.994,0.033,89.04,0.973,-28.457,0.0864,180635,2,0.175,0.0395
La Paix Intérieure,7e9rtvEfKg3QkMkZrZtTnW,0.325,0.969,0.0546,121.311,0.974,-25.826,0.113,127013,8,0.127,0.0329
Mind Like Water,4fcdZ4bM6DgVGOs9y13KIk,0.475,0.986,0.0799,111.684,0.952,-27.674,0.092,120875,11,0.201,0.0417
To the Rain,025aQi6Ffw676y8m4zLPk7,0.464,0.992,0.0639,111.993,0.927,-26.028,0.0829,145621,4,0.317,0.0385
Adesso,0t0X7v3Qcq7wMviNjWaWDO,0.354,0.96,0.097,110.577,0.939,-23.244,0.109,147000,8,0.325,0.0345
Prélude,6HIRhDZd8E7MMkfZDLpV48,0.107,0.963,0.0214,151.531,0.877,-33.248,0.107,171609,0,0.064,0.0473
Aufgang der Sonne,4iCLo3ZjF6V1RW4Wz18KMz,0.374,0.981,0.0405,129.413,0.924,-29.196,0.103,172813,5,0.226,0.0408
The New Life,4ngpD9qM5EinF3KKKoyZDB,0.505,0.993,0.0424,80.965,0.906,-27.419,0.089,138599,8,0.392,0.0598
Coulant,445KHitEvap0tspDZ3C78V,0.366,0.982,0.0716,105.854,0.889,-26.44,0.102,148500,8,0.172,0.0416
our paths crossing,6s9UzXWwA7m8z3LcY5z8QM,0.435,0.988,0.244,101.567,0.921,-25.769,0.111,105655,2,0.269,0.0427
Horizon,1nQ2WCJTn89CnirpfDHV60,0.334,0.971,0.13,144.733,0.902,-25.537,0.111,142615,1,0.595,0.0488
Ruhevoll,3a29LVdJdkqOBNDFnbbqJN,0.351,0.99,0.00957,101.817,0.901,-33.197,0.102,139436,8,0.165,0.0347
Meditabundus,5e5tJl04Fp74oHxpsrC7Tk,0.307,0.988,0.025,68.459,0.965,-28.793,0.103,150000,3,0.159,0.0577
vierde moment,2odkdy9ZmZPuH3U1q3BPXD,0.325,0.992,0.00873,72.686,0.934,-30.418,0.0868,201000,2,0.11,0.0439
Svaj,0RdeSJMPOXBb8a1MmEP7Fq,0.3,0.96,0.0572,129.894,0.89,-29.935,0.111,146813,0,0.193,0.0382
The tree that I don't forget,239W1Z795G2xYOqdrVLirv,0.378,0.994,0.0112,64.244,0.967,-33.288,0.123,198298,0,0.0789,0.0601
Fleurs de cerisier,0CMjjw0RYpNfQ1VkkL6Bwf,0.416,0.992,0.0503,88.541,0.92,-27.03,0.113,160000,5,0.0902,0.0318
Hideaway,2HwCcCi8Up9NECNBRt0yTV,0.356,0.991,0.0186,84.753,0.929,-26.729,0.0996,148907,9,0.154,0.042
Trust,1EERR4elDmZ67iD5MU6Bs3,0.376,0.991,0.0597,167.988,0.907,-28.571,0.0993,143000,8,0.257,0.045
The Midnight Sun,73WwLsqz0sZQucwkeyybus,0.395,0.992,0.0093,81.681,0.942,-29.614,0.0934,178588,9,0.181,0.0379
Homestead,2yZU1Y2Zagb4Ymm5gK72ab,0.308,0.977,0.0902,128.205,0.843,-29.772,0.107,162250,10,0.363,0.0367
Tenderly,7JMcuZdww7k1eQIRPbpRoG,0.262,0.987,0.0623,179.674,0.919,-27.352,0.111,145250,8,0.193,0.0403
"Hana, My Love",4OI6jrwpj1xkejfp6R5uj2,0.387,0.995,0.0196,139.96,0.914,-30.781,0.13,144771,3,0.246,0.042
Sunlight Sadness,4OXMONKgLmW0FZGU6Sm7Hf,0.454,0.977,0.032,100.224,0.947,-26.471,0.0898,151480,9,0.103,0.0284
Letting Go,2aLgFG14lYLiV8YYziZI7Q,0.361,0.991,0.0201,146.926,0.933,-27.554,0.0947,181792,7,0.151,0.0371
Different To Our Daily Lives,6zB9GWgc3mjxnqGgHAwvpU,0.275,0.995,0.00674,136.76,0.864,-30.014,0.0968,146960,10,0.142,0.0419
Whirling sky,0ngwNemhn1nKmYHYZnJZmB,0.397,0.977,0.0511,124.936,0.919,-29.707,0.111,169875,3,0.298,0.0491
San Siro,2XXnGBKuvfcpfVvRgBEdvP,0.648,0.995,0.0143,120.121,0.956,-33.461,0.125,170966,8,0.166,0.0529
The Door into Summer,7inwDSpJOVDN9kUsi7JtqX,0.425,0.993,0.0372,81.324,0.893,-26.697,0.101,182500,9,0.147,0.0335
Aquiver,3QaYNoyQzsOFfek0pTgqWi,0.419,0.992,0.0126,103.524,0.936,-30.76,0.0935,119234,2,0.157,0.038
Atlas,2UUoUzFXegRNIzIangETNG,0.414,0.979,0.136,85.905,0.958,-25.295,0.103,132000,3,0.406,0.0373
Pure,40U7QPI2KlE0FRpkxkbpM1,0.299,0.99,0.0631,117.249,0.938,-28.95,0.113,119924,5,0.0682,0.0537
Zaupanje,4wZWEuu89nlc6KVJgECTqx,0.26,0.976,0.0609,77.6,0.836,-31.223,0.106,145000,10,0.19,0.0464
Waltz in a Dream,7fFC24ppNibtsubi84bSwH,0.394,0.995,0.0189,87.578,0.945,-31.415,0.0913,149056,5,0.307,0.0395
Last Sunday,1HTvslM0ZjMDrCYM3YqsV7,0.395,0.994,0.0572,96.573,0.93,-27.61,0.0839,143400,5,0.163,0.038
Zephyr,0CNhH6mjashU1e7z0j1LXl,0.321,0.992,0.013,106.316,0.892,-28.058,0.103,160695,6,0.216,0.0387
Silverfog,6nEtaXKHUnrcbTjagD9mXC,0.371,0.989,0.0247,96.604,0.929,-26.325,0.114,156014,4,0.11,0.0347
honey,5halRWU8tbxz8TGNKUBT1G,0.34,0.929,0.116,153.029,0.908,-21.857,0.11,140846,5,0.35,0.0299
Flying Away,3KY4J1SHhjAEn6hDqJooZn,0.334,0.978,0.107,123.04,0.927,-24.406,0.11,138500,11,0.227,0.0486
For Peace,1FiGodE7QpV6yXRtDGSuKO,0.21,0.994,0.0546,201.132,0.953,-25.829,0.115,136000,10,0.544,0.0482
Roses,7MgKqFoVURzmNlOBkPtyLT,0.315,0.995,0.0399,173.446,0.934,-30.165,0.0904,206000,6,0.269,0.0478
Il lago,05HDcU36t1sVPiOzAAolke,0.376,0.988,0.0254,90.977,0.943,-28.245,0.0923,150875,11,0.169,0.044
Rêvasser,2rBLJwsNjWvSx0yVAQLc3B,0.374,0.983,0.023,118.96,0.916,-33.9,0.106,209250,1,0.0776,0.0347
Perennial Youth,7J7tN1PAKrD6yY8xmR8Q7a,0.186,0.985,0.0173,69.738,0.891,-33.304,0.109,184488,8,0.329,0.0386
Melancholic Waltz,0ViBAXDmsIDXIdCCClUwEJ,0.341,0.986,0.096,164.962,0.925,-22.645,0.0996,197710,8,0.0648,0.0434
pt. 1 Owl Light,5YvY66JItF2jFFKeB27pmO,0.442,0.983,0.0992,113.645,0.852,-22.153,0.0975,189907,0,0.213,0.0346
Travelling,64XD6XEroqjxW25e6ZMHMK,0.347,0.995,0.028,80.207,0.955,-26.087,0.108,160501,5,0.229,0.0441
November Is Here,4GmJDwysMN5Et05ZOOBkQe,0.412,0.985,0.0486,101.633,0.926,-29.55,0.114,158000,0,0.229,0.0386
